file	offset	len
FLD_B5.PRG	00AEFD	35
FLD_B5.PRG	00AF20	39
FLD_B5.PRG	00AF47	19
FLD_B5.PRG	00AF5A	33
FLD_B5.PRG	00AF7B	15
FLD_B5.PRG	00AF8A	21
FLD_B5.PRG	00AF9F	13
FLD_B5.PRG	00AFAC	27
FLD_B5.PRG	00AFC7	13
FLD_B5.PRG	00AFD4	13
FLD_B5.PRG	00AFE1	14
FLD_B5.PRG	00AFEF	13
FLD_B5.PRG	00AFFC	23
FLD_B5.PRG	00B013	15
FLD_B5.PRG	00B022	17
FLD_B5.PRG	00B033	17
FLD_B5.PRG	00B044	9
FLD_B5.PRG	00B04D	17
FLD_B5.PRG	00B05E	9
FLD_B5.PRG	00B067	17
FLD_B5.PRG	00B078	9
FLD_B5.PRG	00B081	13
FLD_B5.PRG	00B08E	13
FLD_B5.PRG	00B09B	4
FLD_B5.PRG	00B09F	13
FLD_B5.PRG	00B0AC	13
FLD_B5.PRG	00B0B9	13
FLD_B5.PRG	00B0C6	4
FLD_B5.PRG	00B0CA	13
FLD_B5.PRG	00B0D7	21
FLD_B5.PRG	00B0EC	2
FLD_B5.PRG	00B0EE	19
FLD_B5.PRG	00B103	2
FLD_B5.PRG	00B105	13
FLD_B5.PRG	00B112	6
FLD_B5.PRG	00B11A	2
FLD_B5.PRG	00B11C	13
FLD_B5.PRG	00B129	6
FLD_B5.PRG	00B131	2
FLD_B5.PRG	00B133	13
FLD_B5.PRG	00B140	6
FLD_B5.PRG	02608A	14
FLD_B5.PRG	026098	33
FLD_B5.PRG	02CB53	35
FLD_B5.PRG	02CB76	13
FLD_B5.PRG	02CB83	25
FLD_B5.PRG	02CB9C	37
FLD_B5.PRG	02CBC1	25
FLD_B5.PRG	02CBDA	25
FLD_B5.PRG	02CBF3	21
FLD_B5.PRG	02CC08	11
FLD_B5.PRG	02CC13	21
FLD_B5.PRG	02CC28	19
FLD_B5.PRG	02CC3B	21
FLD_B5.PRG	02CC50	17
FLD_B5.PRG	02CC61	29
FLD_B5.PRG	02CC7E	27
FLD_B5.PRG	02CC99	27
FLD_B5.PRG	02CCB4	18
FLD_B5.PRG	02CCC7	14
FLD_B5.PRG	02CCD5	7
FLD_B5.PRG	02CCDC	17
FLD_B5.PRG	02CCED	17
FLD_B5.PRG	02CCFE	17
FLD_B5.PRG	02CD0F	15
FLD_B5.PRG	02CD1E	25
FLD_B5.PRG	043100	25
FLD_B5.PRG	043119	37
FLD_B5.PRG	04313E	22
FLD_B5.PRG	043154	21
FLD_B5.PRG	043169	40
FLD_B5.PRG	043191	3
FLD_B5.PRG	043194	29
FLD_B5.PRG	0431B1	18
FLD_B5.PRG	0431C3	23
FLD_B5.PRG	0431DA	38
FLD_B5.PRG	043200	3
FLD_B5.PRG	043203	56
FLD_B5.PRG	04323B	66
FLD_B5.PRG	04327D	76
FLD_B5.PRG	0432C9	23
FLD_B6.PRG	009C35	27
FLD_B6.PRG	009C5C	29
FLD_B6.PRG	009C79	39
FLD_B6.PRG	009CAC	25
FLD_B6.PRG	009CC5	33
FLD_B6.PRG	009CF2	33
FLD_B6.PRG	009D1F	17
FLD_B6.PRG	009D3C	29
FLD_B6.PRG	009D59	33
FLD_B6.PRG	009D7A	29
FLD_B6.PRG	009DA3	33
FLD_B6.PRG	009DC4	9
FLD_B6.PRG	009DCD	29
FLD_B6.PRG	009DF6	17
FLD_B6.PRG	009E07	5
FLD_B6.PRG	009E18	11
FLD_B6.PRG	009E23	31
FLD_B6.PRG	009E42	39
FLD_B6.PRG	009E69	11
FLD_B6.PRG	009E74	31
FLD_B6.PRG	009E93	15
FLD_B6.PRG	009EAE	35
FLD_B6.PRG	009EDD	15
FLD_B6.PRG	009EEC	20
FLD_B6.PRG	009F0C	39
FLD_B6.PRG	009F33	39
FLD_B6.PRG	009F66	17
FLD_B6.PRG	009F77	13
FLD_B6.PRG	009F84	39
FLD_B6.PRG	009FAB	19
FLD_B6.PRG	009FBE	17
FLD_B6.PRG	009FCF	37
FLD_B6.PRG	009FF4	9
FLD_B6.PRG	009FFD	11
FLD_B6.PRG	00A014	11
FLD_B6.PRG	00A01F	29
FLD_B6.PRG	00A048	20
FLD_B6.PRG	00A05C	21
FLD_B6.PRG	00A07D	37
FLD_B6.PRG	00A0A2	19
FLD_B6.PRG	00A0B5	37
FLD_B6.PRG	00A0DA	4
FLD_B6.PRG	00A0EA	35
FLD_B6.PRG	00A10D	25
FLD_B6.PRG	00A132	37
FLD_B6.PRG	00A157	4
FLD_B6.PRG	00A167	29
FLD_B6.PRG	00A184	35
FLD_B6.PRG	00A1A9	4
FLD_B6.PRG	00A1AD	35
FLD_B6.PRG	00A1D0	23
FLD_B6.PRG	00A1F3	27
FLD_B6.PRG	00A20E	27
FLD_B6.PRG	00A235	19
FLD_B6.PRG	00A248	27
FLD_B6.PRG	00A263	19
FLD_B6.PRG	00A276	11
FLD_B6.PRG	00A281	35
FLD_B6.PRG	00A2A6	4
FLD_B6.PRG	00A2AA	39
FLD_B6.PRG	00A2D1	39
FLD_B6.PRG	00A2F8	35
FLD_B6.PRG	00A31B	37
FLD_B6.PRG	00A340	39
FLD_B6.PRG	00A367	35
FLD_B6.PRG	00A38A	37
FLD_B6.PRG	00A3AF	35
FLD_B6.PRG	00A3D2	31
FLD_B6.PRG	00A3F1	39
FLD_B6.PRG	00A418	33
FLD_B6.PRG	00A439	39
FLD_B6.PRG	00A460	39
FLD_B6.PRG	00A487	24
FLD_B6.PRG	00A49F	13
FLD_B6.PRG	00A4AC	35
FLD_B6.PRG	00A4CF	33
FLD_B6.PRG	00A4F0	21
FLD_B6.PRG	00A505	39
FLD_B6.PRG	00A52C	21
FLD_B6.PRG	00A541	33
FLD_B6.PRG	00A562	21
FLD_B6.PRG	00A577	39
FLD_B6.PRG	00A59E	26
FLD_B6.PRG	00A5B8	7
FLD_B6.PRG	00A5BF	18
FLD_B6.PRG	00A5D1	19
FLD_B6.PRG	00A5E4	29
FLD_B6.PRG	00A601	31
FLD_B6.PRG	00A620	35
FLD_B6.PRG	00A643	31
FLD_B6.PRG	00A662	24
FLD_B6.PRG	00A67A	17
FLD_B6.PRG	00A68B	21
FLD_B6.PRG	00A6A0	35
FLD_B6.PRG	00A6C3	29
FLD_B6.PRG	00A6E0	29
FLD_B6.PRG	00A6FD	29
FLD_B6.PRG	00A71A	19
FLD_B6.PRG	00A72D	27
FLD_B6.PRG	00A748	19
FLD_B6.PRG	00A75B	39
FLD_B6.PRG	00A78E	21
FLD_B6.PRG	00A7AF	25
FLD_B6.PRG	00A7C8	31
FLD_B6.PRG	00A7F3	19
FLD_B6.PRG	00A812	5
FLD_B6.PRG	00A823	35
FLD_B6.PRG	00A852	35
FLD_B6.PRG	00A881	25
FLD_B6.PRG	00A89A	37
FLD_B6.PRG	00A8CB	29
FLD_B6.PRG	00A8F4	27
FLD_B6.PRG	00A91B	15
FLD_B6.PRG	00A936	31
FLD_B6.PRG	00A955	6
FLD_B6.PRG	00A95B	31
FLD_B6.PRG	00A986	19
FLD_B6.PRG	00A999	33
FLD_B6.PRG	00A9BA	29
FLD_B6.PRG	00A9D7	21
FLD_B6.PRG	00A9F8	13
FLD_B6.PRG	00AA11	20
FLD_B6.PRG	00AA25	21
FLD_B6.PRG	00AA3A	39
FLD_B6.PRG	00AA61	27
FLD_B6.PRG	00AA7C	35
FLD_B6.PRG	00AAAB	14
FLD_B6.PRG	00AAB9	13
FLD_B6.PRG	00AAD2	14
FLD_B6.PRG	00AAE0	23
FLD_B6.PRG	00AB03	14
FLD_B6.PRG	00AB11	13
FLD_B6.PRG	00AB2A	14
FLD_B6.PRG	00AB38	23
FLD_B6.PRG	00AB5B	37
FLD_B6.PRG	00AB8C	14
FLD_B6.PRG	00AB9A	13
FLD_B6.PRG	00ABB3	14
FLD_B6.PRG	00ABC1	23
FLD_B6.PRG	00ABD8	31
FLD_B6.PRG	00AC03	31
FLD_B6.PRG	00AC22	19
FLD_B6.PRG	00AC35	15
FLD_B6.PRG	00AC44	31
FLD_B6.PRG	00AC6F	27
FLD_B6.PRG	00AC8A	31
FLD_B6.PRG	00ACB5	16
FLD_B6.PRG	00ACC5	13
FLD_B6.PRG	00ACDE	14
FLD_B6.PRG	00ACEC	13
FLD_B6.PRG	00AD05	14
FLD_B6.PRG	00AD13	13
FLD_B6.PRG	00AD2C	39
FLD_B6.PRG	00AD5F	25
FLD_B6.PRG	00AD78	19
FLD_B6.PRG	00AD8B	6
FLD_B6.PRG	00AD9D	11
FLD_B6.PRG	00ADB4	29
FLD_B6.PRG	00ADD1	15
FLD_B6.PRG	00ADEC	29
FLD_B6.PRG	00AE09	27
FLD_B6.PRG	00AE30	39
FLD_B6.PRG	00AE57	37
FLD_B6.PRG	00AE7C	11
FLD_B6.PRG	00AE93	39
FLD_B6.PRG	00AEC6	19
FLD_B6.PRG	00AEE5	33
FLD_B6.PRG	00AF06	15
FLD_B6.PRG	00AF15	29
FLD_B6.PRG	00AF32	9
FLD_B6.PRG	00AF47	15
FLD_B6.PRG	00AF56	21
FLD_B6.PRG	00AF6B	37
FLD_B6.PRG	00AF90	2
FLD_B6.PRG	00AF9E	39
FLD_B6.PRG	00AFD1	7
FLD_B6.PRG	00AFD8	33
FLD_B6.PRG	00AFF9	37
FLD_B6.PRG	00B01E	25
FLD_B6.PRG	00B043	27
FLD_B6.PRG	00B05E	23
FLD_B6.PRG	00B075	3
FLD_B6.PRG	00B084	29
FLD_B6.PRG	00B0A1	17
FLD_B6.PRG	00B0BE	13
FLD_B6.PRG	00B0CB	29
FLD_B6.PRG	00B0E8	39
FLD_B6.PRG	00B10F	2
FLD_B6.PRG	00B111	29
FLD_B6.PRG	00B12E	35
FLD_B6.PRG	00B151	19
FLD_B6.PRG	00B164	15
FLD_B6.PRG	00B173	27
FLD_B6.PRG	00B18E	19
FLD_B6.PRG	00B1A1	29
FLD_B6.PRG	00B1BE	15
FLD_B6.PRG	00B1CD	23
FLD_B6.PRG	00B1E4	17
FLD_B6.PRG	00B1F5	23
FLD_B6.PRG	00B20C	23
FLD_B6.PRG	00B223	17
FLD_B6.PRG	00B234	11
FLD_B6.PRG	00B23F	6
FLD_B6.PRG	00B245	11
FLD_B6.PRG	00B250	6
FLD_B6.PRG	00B256	11
FLD_B6.PRG	00B261	6
FLD_B6.PRG	00B267	21
FLD_B6.PRG	00B27C	25
FLD_B6.PRG	00B295	23
FLD_B6.PRG	00B2AC	13
FLD_B6.PRG	00B2B9	17
FLD_B6.PRG	00B2CA	23
FLD_B6.PRG	00B2E1	17
FLD_B6.PRG	00B2F2	23
FLD_B6.PRG	00B309	17
FLD_B6.PRG	00B31A	23
FLD_B6.PRG	00B331	23
FLD_B6.PRG	00B348	23
FLD_B6.PRG	00B35F	21
FLD_B6.PRG	00B376	9
FLD_B6.PRG	00B37F	9
FLD_B6.PRG	00B388	11
FLD_B6.PRG	00B393	15
FLD_B6.PRG	00B3AA	13
FLD_B6.PRG	00B3C1	13
FLD_B6.PRG	00B3D8	9
FLD_B6.PRG	00B3E1	9
FLD_B6.PRG	00B3EA	9
FLD_B6.PRG	00B3F3	11
FLD_B6.PRG	00B41C	11
FLD_B6.PRG	027A26	14
FLD_B6.PRG	027A34	33
FLD_B6.PRG	02E4EF	35
FLD_B6.PRG	02E512	13
FLD_B6.PRG	02E51F	25
FLD_B6.PRG	02E538	37
FLD_B6.PRG	02E55D	25
FLD_B6.PRG	02E576	25
FLD_B6.PRG	02E58F	21
FLD_B6.PRG	02E5A4	11
FLD_B6.PRG	02E5AF	21
FLD_B6.PRG	02E5C4	19
FLD_B6.PRG	02E5D7	21
FLD_B6.PRG	02E5EC	17
FLD_B6.PRG	02E5FD	29
FLD_B6.PRG	02E61A	27
FLD_B6.PRG	02E635	27
FLD_B6.PRG	02E650	18
FLD_B6.PRG	02E663	14
FLD_B6.PRG	02E671	7
FLD_B6.PRG	02E678	17
FLD_B6.PRG	02E689	17
FLD_B6.PRG	02E69A	17
FLD_B6.PRG	02E6AB	15
FLD_B6.PRG	02E6BA	25
FLD_B6.PRG	04240C	25
FLD_B6.PRG	042425	37
FLD_B6.PRG	04244A	22
FLD_B6.PRG	042460	21
FLD_B6.PRG	042475	40
FLD_B6.PRG	04249D	3
FLD_B6.PRG	0424A0	29
FLD_B6.PRG	0424BD	18
FLD_B6.PRG	0424CF	23
FLD_B6.PRG	0424E6	38
FLD_B6.PRG	04250C	3
FLD_B6.PRG	04250F	56
FLD_B6.PRG	042547	66
FLD_B6.PRG	042589	76
FLD_B6.PRG	0425D5	23
FLD_C2.PRG	00AB19	21
FLD_C2.PRG	00AB39	31
FLD_C2.PRG	00AB63	31
FLD_C2.PRG	00AB8D	31
FLD_C2.PRG	00ABB7	31
FLD_C2.PRG	00ABE1	21
FLD_C2.PRG	00AC01	21
FLD_C2.PRG	00AC21	21
FLD_C2.PRG	00AC41	21
FLD_C2.PRG	00AC61	21
FLD_C2.PRG	00AC76	19
FLD_C2.PRG	00AC89	37
FLD_C2.PRG	00ACAE	18
FLD_C2.PRG	00ACC0	19
FLD_C2.PRG	00ACD3	35
FLD_C2.PRG	00ACF6	39
FLD_C2.PRG	00AD28	19
FLD_C2.PRG	00AD46	19
FLD_C2.PRG	00AD64	19
FLD_C2.PRG	00AD82	19
FLD_C2.PRG	00ADA0	19
FLD_C2.PRG	00ADBE	19
FLD_C2.PRG	00ADDC	16
FLD_C2.PRG	00ADEC	7
FLD_C2.PRG	00ADF3	13
FLD_C2.PRG	00AE00	27
FLD_C2.PRG	00AE1B	29
FLD_C2.PRG	00AE38	33
FLD_C2.PRG	00AE59	18
FLD_C2.PRG	00AE6B	11
FLD_C2.PRG	00AE76	19
FLD_C2.PRG	00AE89	37
FLD_C2.PRG	00AEAE	17
FLD_C2.PRG	00AEBF	21
FLD_C2.PRG	00AED4	13
FLD_C2.PRG	00AEE4	13
FLD_C2.PRG	0287EE	14
FLD_C2.PRG	0287FC	33
FLD_C2.PRG	02F2B7	35
FLD_C2.PRG	02F2DA	13
FLD_C2.PRG	02F2E7	25
FLD_C2.PRG	02F300	37
FLD_C2.PRG	02F325	25
FLD_C2.PRG	02F33E	25
FLD_C2.PRG	02F357	21
FLD_C2.PRG	02F36C	11
FLD_C2.PRG	02F377	21
FLD_C2.PRG	02F38C	19
FLD_C2.PRG	02F39F	21
FLD_C2.PRG	02F3B4	17
FLD_C2.PRG	02F3C5	29
FLD_C2.PRG	02F3E2	27
FLD_C2.PRG	02F3FD	27
FLD_C2.PRG	02F418	18
FLD_C2.PRG	02F42B	14
FLD_C2.PRG	02F439	7
FLD_C2.PRG	02F440	17
FLD_C2.PRG	02F451	17
FLD_C2.PRG	02F462	17
FLD_C2.PRG	02F473	15
FLD_C2.PRG	02F482	25
FLD_C2.PRG	03DAE8	25
FLD_C2.PRG	03DB01	37
FLD_C2.PRG	03DB26	22
FLD_C2.PRG	03DB3C	21
FLD_C2.PRG	03DB51	40
FLD_C2.PRG	03DB79	3
FLD_C2.PRG	03DB7C	29
FLD_C2.PRG	03DB99	18
FLD_C2.PRG	03DBAB	23
FLD_C2.PRG	03DBC2	38
FLD_C2.PRG	03DBE8	3
FLD_C2.PRG	03DBEB	56
FLD_C2.PRG	03DC23	66
FLD_C2.PRG	03DC65	76
FLD_C2.PRG	03DCB1	23
FLD_C4.PRG	00404C	24
FLD_C4.PRG	004064	22
FLD_C4.PRG	00407A	11
FLD_C4.PRG	00A34E	10
FLD_C4.PRG	00A358	15
FLD_C4.PRG	00A367	11
FLD_C4.PRG	00A372	10
FLD_C4.PRG	00A37C	15
FLD_C4.PRG	00A38B	11
FLD_C4.PRG	00A396	10
FLD_C4.PRG	0159CC	23
FLD_C4.PRG	0159E4	13
FLD_C4.PRG	0159F1	27
FLD_C4.PRG	015A0C	29
FLD_C4.PRG	015A29	27
FLD_C4.PRG	015A44	20
FLD_C4.PRG	015A58	13
FLD_C4.PRG	015A65	17
FLD_C4.PRG	015A76	11
FLD_C4.PRG	015A81	17
FLD_C4.PRG	015A92	29
FLD_C4.PRG	015AAF	23
FLD_C4.PRG	015AC7	39
FLD_C4.PRG	015AEE	31
FLD_C4.PRG	015B0D	19
FLD_C4.PRG	015B20	17
FLD_C4.PRG	015B31	35
FLD_C4.PRG	015B54	37
FLD_C4.PRG	015B79	21
FLD_C4.PRG	015B8E	19
FLD_C4.PRG	015BA1	39
FLD_C4.PRG	015BC8	17
FLD_C4.PRG	015BD9	19
FLD_C4.PRG	015BEC	35
FLD_C4.PRG	015C0F	31
FLD_C4.PRG	015C2E	29
FLD_C4.PRG	015C4B	25
FLD_C4.PRG	015C64	23
FLD_C4.PRG	015C7B	31
FLD_C4.PRG	015C9A	23
FLD_C4.PRG	015CB1	37
FLD_C4.PRG	015CD7	29
FLD_C4.PRG	015CF4	33
FLD_C4.PRG	015D15	17
FLD_C4.PRG	015D26	29
FLD_C4.PRG	015D43	39
FLD_C4.PRG	015D6A	37
FLD_C4.PRG	015D8F	31
FLD_C4.PRG	015DAE	33
FLD_C4.PRG	015DCF	37
FLD_C4.PRG	015DF4	29
FLD_C4.PRG	015E11	27
FLD_C4.PRG	015E2C	25
FLD_C4.PRG	015E45	17
FLD_C4.PRG	015E56	23
FLD_C4.PRG	015E6D	17
FLD_C4.PRG	015E7E	29
FLD_C4.PRG	015E9B	27
FLD_C4.PRG	015EB6	27
FLD_C4.PRG	015ED1	29
FLD_C4.PRG	015EEE	17
FLD_C4.PRG	015EFF	23
FLD_C4.PRG	015F16	15
FLD_C4.PRG	015F25	15
FLD_C4.PRG	015F34	31
FLD_C4.PRG	015F53	37
FLD_C4.PRG	015F78	37
FLD_C4.PRG	015F9D	23
FLD_C4.PRG	015FB4	17
FLD_C4.PRG	015FC5	13
FLD_C4.PRG	015FD2	17
FLD_C4.PRG	015FE3	19
FLD_C4.PRG	015FF6	17
FLD_C4.PRG	016007	21
FLD_C4.PRG	01601C	17
FLD_C4.PRG	01602D	23
FLD_C4.PRG	03070E	14
FLD_C4.PRG	03071C	33
FLD_C4.PRG	0371D3	39
FLD_C4.PRG	0371FA	13
FLD_C4.PRG	037207	25
FLD_C4.PRG	037220	37
FLD_C4.PRG	037245	25
FLD_C4.PRG	03725E	25
FLD_C4.PRG	037277	21
FLD_C4.PRG	03728C	11
FLD_C4.PRG	037297	21
FLD_C4.PRG	0372AC	19
FLD_C4.PRG	0372BF	21
FLD_C4.PRG	0372D4	17
FLD_C4.PRG	0372E5	29
FLD_C4.PRG	037302	27
FLD_C4.PRG	03731D	27
FLD_C4.PRG	037338	18
FLD_C4.PRG	03734B	14
FLD_C4.PRG	037359	7
FLD_C4.PRG	037360	17
FLD_C4.PRG	037371	17
FLD_C4.PRG	037382	17
FLD_C4.PRG	037393	15
FLD_C4.PRG	0373A2	25
FLD_C4.PRG	048290	13
FLD_C4.PRG	0488E9	4
FLD_C4.PRG	0488ED	4
FLD_C4.PRG	0488F1	4
FLD_C4.PRG	0488F5	4
FLD_C4.PRG	0488F9	4
FLD_C4.PRG	0488FD	4
FLD_C4.PRG	048901	4
FLD_C4.PRG	048905	4
FLD_C4.PRG	048909	4
FLD_C4.PRG	04890D	4
FLD_C4.PRG	0489FD	4
FLD_C4.PRG	048A01	4
FLD_C4.PRG	048A05	4
FLD_C4.PRG	048A09	4
FLD_C4.PRG	048A0D	4
FLD_C4.PRG	048A11	4
FLD_C4.PRG	048A15	4
FLD_C4.PRG	048A19	4
FLD_C4.PRG	048A1D	4
FLD_C4.PRG	048A21	4
FLD_C4.PRG	048A25	4
FLD_C4.PRG	048A29	4
FLD_C4.PRG	048A2D	4
FLD_C4.PRG	048A31	4
FLD_C4.PRG	04A87C	25
FLD_C4.PRG	04A895	37
FLD_C4.PRG	04A8BA	22
FLD_C4.PRG	04A8D0	21
FLD_C4.PRG	04A8E5	40
FLD_C4.PRG	04A90D	3
FLD_C4.PRG	04A910	29
FLD_C4.PRG	04A92D	18
FLD_C4.PRG	04A93F	23
FLD_C4.PRG	04A956	38
FLD_C4.PRG	04A97C	3
FLD_C4.PRG	04A97F	56
FLD_C4.PRG	04A9B7	66
FLD_C4.PRG	04A9F9	76
FLD_C4.PRG	04AA45	23
FLD_C8.PRG	00689F	6
FLD_C8.PRG	0068A7	24
FLD_C8.PRG	0068BF	6
FLD_C8.PRG	0068C7	24
FLD_C8.PRG	0068DF	6
FLD_C8.PRG	0068E7	24
FLD_C8.PRG	0068FF	6
FLD_C8.PRG	006907	24
FLD_C8.PRG	00691F	6
FLD_C8.PRG	006927	24
FLD_C8.PRG	00693F	6
FLD_C8.PRG	012BA5	31
FLD_C8.PRG	012BC4	33
FLD_C8.PRG	012BE5	11
FLD_C8.PRG	012BFC	29
FLD_C8.PRG	012C19	25
FLD_C8.PRG	012C3E	33
FLD_C8.PRG	012C5F	15
FLD_C8.PRG	012C7A	33
FLD_C8.PRG	012CA7	35
FLD_C8.PRG	012CCB	11
FLD_C8.PRG	012CD6	21
FLD_C8.PRG	012CEB	37
FLD_C8.PRG	012D10	37
FLD_C8.PRG	012D35	17
FLD_C8.PRG	012D52	35
FLD_C8.PRG	012D75	37
FLD_C8.PRG	012D9B	19
FLD_C8.PRG	012DAE	29
FLD_C8.PRG	012DD7	35
FLD_C8.PRG	012E06	23
FLD_C8.PRG	012E1D	27
FLD_C8.PRG	012E44	35
FLD_C8.PRG	012E73	29
FLD_C8.PRG	012E90	25
FLD_C8.PRG	012EA9	4
FLD_C8.PRG	012EAD	17
FLD_C8.PRG	012EBE	33
FLD_C8.PRG	012EEB	23
FLD_C8.PRG	012F02	10
FLD_C8.PRG	012F0C	23
FLD_C8.PRG	012F23	15
FLD_C8.PRG	012F3E	17
FLD_C8.PRG	012F4F	27
FLD_C8.PRG	012F6A	25
FLD_C8.PRG	012F83	17
FLD_C8.PRG	012F94	27
FLD_C8.PRG	012FAF	21
FLD_C8.PRG	012FC4	21
FLD_C8.PRG	012FD9	35
FLD_C8.PRG	012FFC	35
FLD_C8.PRG	01301F	15
FLD_C8.PRG	01302E	39
FLD_C8.PRG	013061	25
FLD_C8.PRG	01307A	19
FLD_C8.PRG	013099	27
FLD_C8.PRG	0130B4	29
FLD_C8.PRG	0130DD	17
FLD_C8.PRG	0130EE	35
FLD_C8.PRG	013111	31
FLD_C8.PRG	013130	27
FLD_C8.PRG	013157	21
FLD_C8.PRG	01316C	33
FLD_C8.PRG	01318D	27
FLD_C8.PRG	0131A8	37
FLD_C8.PRG	0131D9	21
FLD_C8.PRG	0131FA	11
FLD_C8.PRG	013211	33
FLD_C8.PRG	013232	31
FLD_C8.PRG	013251	23
FLD_C8.PRG	013268	23
FLD_C8.PRG	01327F	25
FLD_C8.PRG	013298	17
FLD_C8.PRG	0132A9	33
FLD_C8.PRG	0132CA	27
FLD_C8.PRG	0132E5	25
FLD_C8.PRG	0132FE	37
FLD_C8.PRG	01332F	17
FLD_C8.PRG	01334C	21
FLD_C8.PRG	013361	16
FLD_C8.PRG	013371	39
FLD_C8.PRG	0133A4	27
FLD_C8.PRG	0133BF	7
FLD_C8.PRG	0133C6	21
FLD_C8.PRG	0133E7	11
FLD_C8.PRG	0133F2	29
FLD_C8.PRG	01341B	21
FLD_C8.PRG	013430	37
FLD_C8.PRG	013455	15
FLD_C8.PRG	013465	24
FLD_C8.PRG	01347D	3
FLD_C8.PRG	013480	33
FLD_C8.PRG	0134A1	23
FLD_C8.PRG	0134B8	21
FLD_C8.PRG	0134CD	2
FLD_C8.PRG	0134DB	19
FLD_C8.PRG	0134EE	39
FLD_C8.PRG	013516	39
FLD_C8.PRG	01353E	39
FLD_C8.PRG	013566	39
FLD_C8.PRG	01358E	39
FLD_C8.PRG	0135B6	39
FLD_C8.PRG	0135DE	39
FLD_C8.PRG	013606	39
FLD_C8.PRG	01362E	39
FLD_C8.PRG	013655	39
FLD_C8.PRG	01367D	39
FLD_C8.PRG	0136A5	39
FLD_C8.PRG	0136CD	39
FLD_C8.PRG	0136F5	39
FLD_C8.PRG	01371D	39
FLD_C8.PRG	013745	39
FLD_C8.PRG	01376D	39
FLD_C8.PRG	013795	39
FLD_C8.PRG	0137C8	9
FLD_C8.PRG	0137D1	33
FLD_C8.PRG	0137FE	17
FLD_C8.PRG	01380F	16
FLD_C8.PRG	01381F	25
FLD_C8.PRG	013838	40
FLD_C8.PRG	013860	3
FLD_C8.PRG	01386F	26
FLD_C8.PRG	013889	17
FLD_C8.PRG	01389A	33
FLD_C8.PRG	0138C7	19
FLD_C8.PRG	0138DA	25
FLD_C8.PRG	0138F3	26
FLD_C8.PRG	01390D	3
FLD_C8.PRG	013910	19
FLD_C8.PRG	013923	23
FLD_C8.PRG	013946	29
FLD_C8.PRG	01396F	15
FLD_C8.PRG	01398A	26
FLD_C8.PRG	0139A4	17
FLD_C8.PRG	0139B5	33
FLD_C8.PRG	0139E2	31
FLD_C8.PRG	013A01	25
FLD_C8.PRG	013A26	7
FLD_C8.PRG	013A39	23
FLD_C8.PRG	013A50	13
FLD_C8.PRG	013A5D	39
FLD_C8.PRG	013A90	13
FLD_C8.PRG	013A9D	26
FLD_C8.PRG	013AB7	9
FLD_C8.PRG	013AC0	33
FLD_C8.PRG	013AED	15
FLD_C8.PRG	013AFC	11
FLD_C8.PRG	013B13	19
FLD_C8.PRG	013B32	37
FLD_C8.PRG	013B63	21
FLD_C8.PRG	013B84	35
FLD_C8.PRG	013BB3	37
FLD_C8.PRG	013BD8	19
FLD_C8.PRG	013BEB	18
FLD_C8.PRG	013BFD	27
FLD_C8.PRG	013C18	29
FLD_C8.PRG	013C35	21
FLD_C8.PRG	013C56	33
FLD_C8.PRG	013C77	37
FLD_C8.PRG	013CA8	15
FLD_C8.PRG	013CB7	33
FLD_C8.PRG	013CD8	23
FLD_C8.PRG	013CFB	29
FLD_C8.PRG	013D24	26
FLD_C8.PRG	013D3E	17
FLD_C8.PRG	013D4F	33
FLD_C8.PRG	013D7C	31
FLD_C8.PRG	013DA7	17
FLD_C8.PRG	013DC4	7
FLD_C8.PRG	013DD7	29
FLD_C8.PRG	013E00	29
FLD_C8.PRG	013E1D	7
FLD_C8.PRG	013E30	9
FLD_C8.PRG	013E45	39
FLD_C8.PRG	013E6C	5
FLD_C8.PRG	013E7D	33
FLD_C8.PRG	013E9E	17
FLD_C8.PRG	013EAF	35
FLD_C8.PRG	013ED2	33
FLD_C8.PRG	013EF3	17
FLD_C8.PRG	013F04	29
FLD_C8.PRG	013F2D	9
FLD_C8.PRG	013F42	17
FLD_C8.PRG	013F53	29
FLD_C8.PRG	013F70	33
FLD_C8.PRG	013F91	31
FLD_C8.PRG	013FB0	23
FLD_C8.PRG	013FC7	21
FLD_C8.PRG	013FDC	23
FLD_C8.PRG	013FF3	27
FLD_C8.PRG	01401A	23
FLD_C8.PRG	014031	5
FLD_C8.PRG	014042	35
FLD_C8.PRG	014065	29
FLD_C8.PRG	014082	37
FLD_C8.PRG	0140A7	27
FLD_C8.PRG	0140C2	29
FLD_C8.PRG	0140DF	21
FLD_C8.PRG	0140F4	25
FLD_C8.PRG	014119	11
FLD_C8.PRG	014124	37
FLD_C8.PRG	014149	37
FLD_C8.PRG	01416E	31
FLD_C8.PRG	01418D	39
FLD_C8.PRG	0141B4	31
FLD_C8.PRG	0141D3	39
FLD_C8.PRG	014206	26
FLD_C8.PRG	014220	17
FLD_C8.PRG	014231	33
FLD_C8.PRG	01425E	26
FLD_C8.PRG	014278	17
FLD_C8.PRG	014289	33
FLD_C8.PRG	0142B6	26
FLD_C8.PRG	0142D0	17
FLD_C8.PRG	0142E1	33
FLD_C8.PRG	01430E	18
FLD_C8.PRG	014320	13
FLD_C8.PRG	014339	18
FLD_C8.PRG	01434B	13
FLD_C8.PRG	014364	15
